year,country,primary_energy_consumption,renewables_share_energy,population,gdp
2017,Trinidad and Tobago,209.287,0.007,1478616.0,34782568448.0
2018,Trinidad and Tobago,198.096,0.007,1504707.0,34697351168.0
1982,Turkey,328.681,12.745,45949992.0,302868955136.0
1983,Turkey,339.712,9.873,47026424.0,315758772224.0
1984,Turkey,357.704,11.116,48106772.0,335720513536.0
1985,Turkey,386.093,9.229,49175680.0,354837200896.0
1986,Turkey,420.703,8.374,50223888.0,381728489472.0
1987,Turkey,479.594,11.513,51250156.0,417316012032.0
1988,Turkey,527.385,16.269,52275892.0,435876986880.0
1989,Turkey,517.613,10.283,53305236.0,443256143872.0
1990,Turkey,561.998,12.22,54324140.0,486761168896.0
1991,Turkey,573.721,11.753,55321172.0,499938033664.0
1992,Turkey,603.3,13.08,56302040.0,538702184448.0
1993,Turkey,655.675,15.372,57296008.0,591946448896.0
1994,Turkey,634.948,14.305,58310244.0,569082576896.0
1995,Turkey,710.576,14.924,59305492.0,620396806144.0
1996,Turkey,775.107,15.544,60293784.0,675112419328.0
1997,Turkey,810.784,14.666,61277420.0,738354659328.0
1998,Turkey,831.467,15.142,62242200.0,773998837760.0
1999,Turkey,809.611,12.754,63185620.0,745796272128.0
2000,Turkey,864.679,10.657,64113548.0,807550844928.0
2001,Turkey,785.631,9.109,65072016.0,753326817280.0
2002,Turkey,859.633,11.536,65988664.0,818938118144.0
2003,Turkey,910.288,11.33,66867324.0,872922415104.0
2004,Turkey,974.779,13.692,67785080.0,957900849152.0
2005,Turkey,996.752,11.419,68704712.0,1046618898432.0
2006,Turkey,1105.833,11.477,69601328.0,1128341831680.0
2007,Turkey,1174.356,8.792,70468864.0,1191689584640.0
2008,Turkey,1178.344,8.227,71320728.0,1213760274432.0
2009,Turkey,1194.268,8.93,72225648.0,1155016556544.0
2010,Turkey,1259.821,12.286,73195352.0,1276138618880.0
2011,Turkey,1345.969,11.927,74173856.0,1403985592320.0
2012,Turkey,1429.392,12.582,75277440.0,1441915600896.0
2013,Turkey,1419.132,13.62,76576120.0,1510231769088.0
2014,Turkey,1462.148,9.879,78112064.0,1570585313280.0
2015,Turkey,1606.742,14.111,79646176.0,1637835079680.0
2016,Turkey,1687.18,14.547,81019400.0,1498503446528.0
2017,Turkey,1787.401,13.24,82089824.0,1610456629248.0
2018,Turkey,1767.596,14.941,82809304.0,1655984226304.0
1985,Turkmenistan,143.104,0.006,3246888.0,20045559808.0
1986,Turkmenistan,178.107,0.005,3336772.0,20620066816.0
1987,Turkmenistan,177.183,0.005,3430503.0,21125900288.0
1988,Turkmenistan,178.383,0.005,3525116.0,23051919360.0
1989,Turkmenistan,183.29,0.005,3621309.0,21128380416.0
1990,Turkmenistan,151.892,0.006,3720287.0,21201768448.0
1991,Turkmenistan,155.991,0.006,3821784.0,20437995520.0
1992,Turkmenistan,148.971,0.008,3926374.0,17569984512.0
1993,Turkmenistan,122.293,0.012,4031701.0,18037532672.0
1994,Turkmenistan,130.454,0.009,4133044.0,15091298304.0
1995,Turkmenistan,107.38,0.011,4226625.0,14166411264.0
1996,Turkmenistan,156.41,0.009,4301092.0,13366638592.0
1965,USSR,6916.875,3.481,230500000.0,1702799474688.0
1966,USSR,7356.216,3.691,233100000.0,1785145327616.0
1967,USSR,7730.988,3.388,235600000.0,1864068890624.0
1968,USSR,8020.227,3.836,238000000.0,1973355020288.0
1969,USSR,8374.417,4.067,240300000.0,2001067180032.0
1970,USSR,8809.916,4.175,242500000.0,2154659446784.0
1971,USSR,9242.354,4.034,244900000.0,2212064395264.0
1972,USSR,9716.784,3.74,247300000.0,2224850206720.0
1973,USSR,10210.021,3.543,249700000.0,2411718508544.0
1974,USSR,10774.621,3.623,252100000.0,2481780686848.0
1975,USSR,11306.364,3.295,254500000.0,2488941412352.0
1976,USSR,11747.266,3.417,256900000.0,2605564297216.0
1977,USSR,12274.353,3.542,259200000.0,2666906779648.0
1978,USSR,12805.889,3.919,261500000.0,2734243971072.0
1979,USSR,13156.517,3.866,263800000.0,2720855228416.0
1980,USSR,13451.627,4.043,265900000.0,2724411998208.0
1981,USSR,13738.253,4.019,268100000.0,2749333241856.0
1982,USSR,14080.254,3.668,270400000.0,2816923140096.0
1983,USSR,14377.112,3.71,272900000.0,2906890436608.0
1984,USSR,14920.483,4.023,275400000.0,2944379125760.0
1985,Ukraine,2780.66,1.139,50917392.0,478213668864.0
1986,Ukraine,2792.947,1.128,51076744.0,480702431232.0
1987,Ukraine,2852.486,0.995,51236432.0,494152253440.0
1988,Ukraine,2855.35,1.236,51372376.0,499008438272.0
1989,Ukraine,2732.057,1.096,51494548.0,519237894144.0
1990,Ukraine,3194.697,0.973,51589816.0,495935193088.0
1991,Ukraine,2994.568,1.156,51672816.0,460353470464.0
1992,Ukraine,2530.553,0.921,51785152.0,421710462976.0
1993,Ukraine,2218.278,1.472,51778420.0,367893643264.0
1994,Ukraine,1895.852,1.89,51487376.0,288418693120.0
1995,Ukraine,1849.755,1.591,51061268.0,257477951488.0
1996,Ukraine,1724.072,1.48,50616104.0,235602706432.0
1997,Ukraine,1662.889,1.753,50169352.0,232333279232.0
1998,Ukraine,1604.654,2.901,49745868.0,231737278464.0
1999,Ukraine,1580.584,2.68,49320116.0,235148296192.0
2000,Ukraine,1585.457,2.104,48879752.0,253196058624.0
2001,Ukraine,1562.9,2.265,48414536.0,281110347776.0
2002,Ukraine,1553.238,1.813,47976540.0,301087064064.0
2003,Ukraine,1591.928,1.689,47605644.0,335257370624.0
2004,Ukraine,1585.872,2.142,47261960.0,381078077440.0
2005,Ukraine,1605.493,2.212,46912616.0,399366225920.0
2006,Ukraine,1624.431,2.263,46592552.0,436786692096.0
2007,Ukraine,1617.882,1.836,46313064.0,480580665344.0
2008,Ukraine,1562.053,2.133,46062936.0,499592167424.0
2009,Ukraine,1330.558,2.548,45863884.0,431074443264.0
2010,Ukraine,1426.915,2.61,45683024.0,439429758976.0
2011,Ukraine,1474.744,2.099,45516136.0,471221141504.0
2012,Ukraine,1442.989,2.139,45406228.0,472338530304.0
2013,Ukraine,1369.568,3.047,45307104.0,472222859264.0
2014,Ukraine,1208.371,2.324,45148072.0,441258901504.0
2015,Ukraine,1003.408,1.953,44982568.0,398132477952.0
2016,Ukraine,1049.995,2.408,44833568.0,407348477952.0
2017,Ukraine,975.331,3.029,44657260.0,417634025472.0
2018,Ukraine,1011.989,3.462,44446952.0,431319908352.0
1965,United Kingdom,2316.225,0.589,54229568.0,844870778880.0
1966,United Kingdom,2327.5,0.576,54560504.0,861009739776.0
1967,United Kingdom,2328.214,0.62,54876360.0,880333291520.0
1968,United Kingdom,2411.424,0.456,55169252.0,916165885952.0
1969,United Kingdom,2498.73,0.385,55420524.0,932854038528.0
1970,United Kingdom,2551.043,0.526,55650160.0,954756366336.0
1971,United Kingdom,2503.85,0.398,55875904.0,975018065920.0
1972,United Kingdom,2540.698,0.393,56057324.0,1009534173184.0
1973,United Kingdom,2667.083,0.426,56166632.0,1077433270272.0
1974,United Kingdom,2533.179,0.475,56233776.0,1062802292736.0
1975,United Kingdom,2388.249,0.475,56266852.0,1061564055552.0
1976,United Kingdom,2437.358,0.55,56263232.0,1085394059264.0
1977,United Kingdom,2482.948,0.471,56244844.0,1108973453312.0
1978,United Kingdom,2497.193,0.482,56240768.0,1148502802432.0
1979,United Kingdom,2614.039,0.487,56265152.0,1180113305600.0
1980,United Kingdom,2381.125,0.491,56326328.0,1160744140800.0
1981,United Kingdom,2315.192,0.564,56395848.0,1145637961728.0
1982,United Kingdom,2285.169,0.587,56450132.0,1163414863872.0
1983,United Kingdom,2294.409,0.585,56501616.0,1204671086592.0
1984,United Kingdom,2293.416,0.585,56568252.0,1234772426752.0
1985,United Kingdom,2390.726,0.489,56643040.0,1278428446720.0
1986,United Kingdom,2457.055,0.574,56721912.0,1334598565888.0
1987,United Kingdom,2452.936,0.505,56826320.0,1398100983808.0
1988,United Kingdom,2485.687,0.581,56952648.0,1467801403392.0
1989,United Kingdom,2488.692,0.568,57076096.0,1499837497344.0
1990,United Kingdom,2508.394,0.68,57210444.0,1505692221440.0
1991,United Kingdom,2561.217,0.61,57359452.0,1487460892672.0
1992,United Kingdom,2545.327,0.742,57509240.0,1491383222272.0
1993,United Kingdom,2574.725,0.668,57647464.0,1527375331328.0
1994,United Kingdom,2543.823,0.825,57785900.0,1585210327040.0
1995,United Kingdom,2552.545,0.79,57930364.0,1623418994688.0
1996,United Kingdom,2676.295,0.644,58078584.0,1663252430848.0
1997,United Kingdom,2629.999,0.825,58250192.0,1713664294912.0
1998,United Kingdom,2651.819,0.988,58438320.0,1766690914304.0
1999,United Kingdom,2639.632,1.108,58635204.0,1822988828672.0
2000,United Kingdom,2664.474,1.135,58850044.0,1889457799168.0
2001,United Kingdom,2692.175,1.085,59092016.0,1939162398720.0
2002,United Kingdom,2631.41,1.288,59355688.0,1983811813376.0
2003,United Kingdom,2669.371,1.236,59649800.0,2050645557248.0
2004,United Kingdom,2691.21,1.607,59995852.0,2100502593536.0
2005,United Kingdom,2713.482,1.928,60383740.0,2160945659904.0
2006,United Kingdom,2678.878,2.121,60803700.0,2212969054208.0
2007,United Kingdom,2604.628,2.423,61260680.0,2267379924992.0
2008,United Kingdom,2559.33,2.91,61742152.0,2251038392320.0
2009,United Kingdom,2430.017,3.549,62243384.0,2151646494720.0
2010,United Kingdom,2481.533,3.671,62760048.0,2190775025664.0
2011,United Kingdom,2342.043,4.92,63286360.0,2221719158784.0
2012,United Kingdom,2379.613,5.467,63808728.0,2250912301056.0
2013,United Kingdom,2371.596,6.971,64302296.0,2293924888576.0
2014,United Kingdom,2240.112,8.895,64773504.0,2363952726016.0
2015,United Kingdom,2275.699,10.982,65224368.0,2415783051264.0
2016,United Kingdom,2251.756,11.043,65655204.0,2460057337856.0
2017,United Kingdom,2252.731,12.913,66064808.0,2506603626496.0
2018,United Kingdom,2243.542,14.488,66432996.0,2540210225152.0
1965,United States,14439.701,4.369,189703280.0,4156141076480.0
1966,United States,15247.362,4.171,191830976.0,4428300025856.0
1967,United States,15778.539,4.542,193782432.0,4538979319808.0
1968,United States,16719.385,4.331,195743424.0,4754925682688.0
1969,United States,17583.422,4.599,197859328.0,4903769997312.0
1970,United States,18205.84,4.401,200328336.0,4912635707392.0
1971,United States,18589.008,4.614,202907920.0,5065682190336.0
1972,United States,19514.082,4.526,205238384.0,5334296952832.0
1973,United States,20339.795,4.355,207314768.0,5637203296256.0
1974,United States,19842.607,4.903,209277968.0,5621366128640.0
1975,United States,19319.48,5.007,211274544.0,5605795299328.0
1976,United States,20376.508,4.553,213270032.0,5899591090176.0
1977,United States,20895.646,3.549,215437408.0,6166912434176.0
1978,United States,21359.291,4.328,217881440.0,6518624223232.0
1979,United States,21584.4,4.291,220463104.0,6740172079104.0
1980,United States,20751.957,4.419,223140016.0,6743208230912.0
1981,United States,20138.094,4.337,225654000.0,6911865389056.0
1982,United States,19318.139,5.257,228001424.0,6782206869504.0
1983,United States,19250.529,5.685,230389968.0,7066236747776.0
1984,United States,20235.688,5.334,232766288.0,7581108011008.0
1985,United States,20184.246,4.766,235146176.0,7874871820288.0
1986,United States,20371.967,4.898,237512784.0,8146027806720.0
1987,United States,21056.055,4.215,239853168.0,8432566927360.0
1988,United States,22014.887,3.665,242287808.0,8787203194880.0
1989,United States,22548.131,4.302,244954096.0,9091291283456.0
1990,United States,22606.611,4.725,248083728.0,9250378088448.0
1991,United States,22576.309,4.724,251560192.0,9243499429888.0
1992,United States,22909.344,4.261,255175328.0,9572148314112.0
1993,United States,23390.023,4.571,258779760.0,9834941382656.0
1994,United States,23820.387,4.255,262273584.0,10232022433792.0
1995,United States,24340.916,4.762,265660560.0,10510263123968.0
1996,United States,25161.398,5.019,268984352.0,10909166600192.0
1997,United States,25350.254,5.115,272395424.0,11398757220352.0
1998,United States,25512.498,4.696,275835008.0,11906028929024.0
1999,United States,25965.105,4.583,279181568.0,12463818932224.0
2000,United States,26545.426,4.027,282398560.0,12973842104320.0
2001,United States,25912.779,3.421,285470496.0,13100471287808.0
2002,United States,26297.848,4.016,288350240.0,13334491430912.0
2003,United States,26380.113,4.18,291109824.0,13708808945664.0
2004,United States,26897.549,4.102,293947872.0,14227881328640.0
2005,United States,26910.133,4.219,296842656.0,14703731408896.0
2006,United States,26698.119,4.679,299753088.0,15095884152832.0
2007,United States,27063.787,4.373,302743392.0,15364464312320.0
2008,United States,26405.514,5.005,305694912.0,15319731011584.0
2009,United States,25105.531,5.8,308512032.0,14894294368256.0
2010,United States,25951.863,5.841,311182848.0,15270622003200.0
2011,United States,25726.066,6.897,313876608.0,15509302018048.0
2012,United States,25047.863,6.886,316651328.0,15849635184640.0
2013,United States,25727.75,7.135,319375168.0,16108428984320.0
2014,United States,25996.219,7.263,322033952.0,16482662612992.0
2015,United States,25747.033,7.469,324607776.0,16902578503680.0
2016,United States,25723.152,8.285,327210208.0,17162557194240.0
2017,United States,25819.029,9.082,329791232.0,17596283879424.0
2018,United States,26764.953,8.964,332140032.0,18140645818368.0
1985,Uzbekistan,466.061,3.446,18063210.0,130801917952.0
1986,Uzbekistan,457.333,2.986,18560002.0,129229070336.0
1987,Uzbekistan,476.599,4.201,19077168.0,128382918656.0
1988,Uzbekistan,479.795,4.415,19600032.0,139357126656.0
1989,Uzbekistan,496.505,3.277,20102902.0,142094073856.0
1990,Uzbekistan,520.909,3.774,20579106.0,139398692864.0
1991,Uzbekistan,514.664,3.465,21074308.0,136577597440.0
1992,Uzbekistan,487.92,3.807,21588150.0,119510827008.0
1993,Uzbekistan,524.773,4.146,22085922.0,114918072320.0
1994,Uzbekistan,514.865,4.11,22564732.0,107242094592.0
1995,Uzbekistan,508.389,3.599,23026212.0,104615657472.0
1996,Uzbekistan,524.47,3.679,23465930.0,104748220416.0
1997,Uzbekistan,518.986,3.292,23877290.0,108486836224.0
1998,Uzbekistan,518.01,3.287,24256774.0,111389409280.0
1999,Uzbekistan,587.198,2.866,24602712.0,114383437824.0
2000,Uzbekistan,599.548,2.9,24925558.0,116875870208.0
2001,Uzbekistan,601.535,2.939,25248440.0,119890042880.0
2002,Uzbekistan,616.747,2.928,25579032.0,122757840896.0
2003,Uzbekistan,565.448,3.67,25905912.0,125924032512.0
2004,Uzbekistan,563.673,3.32,26234924.0,133131264000.0
2005,Uzbekistan,562.589,3.499,26573428.0,140235915264.0
2006,Uzbekistan,526.855,3.159,26926824.0,148398129152.0
2007,Uzbekistan,564.303,3.236,27309622.0,159983157248.0
2008,Uzbekistan,529.184,2.329,27726820.0,171678334976.0
2009,Uzbekistan,525.138,3.448,28167840.0,182697967616.0
2010,Uzbekistan,531.186,4.281,28614234.0,195138486272.0
2011,Uzbekistan,558.953,2.824,29057456.0,208037658624.0
2012,Uzbekistan,543.062,3.209,29503058.0,225107476480.0
2013,Uzbekistan,545.339,3.134,29963220.0,243106299904.0
2014,Uzbekistan,563.814,2.972,30446542.0,262824624128.0
2015,Uzbekistan,538.093,3.013,30949416.0,283821441024.0
2016,Uzbekistan,515.032,3.568,31453576.0,305963433984.0
2017,Uzbekistan,531.662,3.972,31945680.0,319615533056.0
2018,Uzbekistan,533.657,2.927,32449578.0,336874766336.0
1965,Venezuela,191.485,2.114,9688144.0,130094792704.0
1966,Venezuela,193.307,2.134,10010689.0,133053833216.0
1967,Venezuela,203.816,2.374,10338851.0,138361110528.0
1968,Venezuela,219.933,3.695,10672653.0,145798594560.0
1969,Venezuela,222.373,4.242,11011332.0,152244633600.0
1970,Venezuela,224.475,5.406,11355474.0,164479320064.0
1971,Venezuela,228.212,6.984,11705678.0,169416523776.0
1972,Venezuela,241.242,7.379,12061627.0,174289354752.0
1973,Venezuela,276.017,6.669,12424811.0,184817762304.0
1974,Venezuela,285.524,7.982,12796220.0,195788996608.0
1975,Venezuela,296.949,8.893,13176391.0,207679668224.0
1976,Venezuela,324.691,9.633,13566119.0,224670564352.0
1977,Venezuela,361.861,9.939,13965256.0,238918533120.0
1978,Venezuela,369.748,9.782,14372959.0,243524730880.0
1979,Venezuela,407.654,10.329,14788520.0,245974925312.0
1980,Venezuela,456.224,9.454,15210441.0,240273571840.0
1981,Venezuela,473.282,9.427,15638431.0,238868512768.0
1982,Venezuela,482.674,9.688,16071654.0,240919068672.0
1983,Venezuela,480.966,11.105,16509603.0,227674914816.0
1984,Venezuela,490.414,12.206,16953240.0,224955891712.0
1985,Venezuela,503.773,13.294,17402310.0,225556938752.0
1986,Venezuela,541.246,13.745,17860872.0,239957164032.0
1987,Venezuela,540.817,16.864,18328660.0,248342577152.0
1988,Venezuela,563.324,17.954,18800774.0,262960070656.0
1989,Venezuela,568.061,18.045,19275300.0,240346710016.0
1990,Venezuela,603.555,18.119,19750580.0,256078512128.0
1991,Venezuela,607.641,21.676,20226212.0,282135822336.0
1992,Venezuela,657.615,21.256,20700462.0,301070155776.0
1993,Venezuela,650.657,21.577,21172098.0,303295660032.0
1994,Venezuela,706.328,21.47,21640830.0,297781329920.0
1995,Venezuela,727.397,20.915,22107288.0,310739140608.0
1996,Venezuela,708.863,22.462,22572114.0,311745871872.0
1997,Venezuela,749.356,22.598,23037560.0,333064601600.0
1998,Venezuela,794.73,21.552,23503816.0,335829106688.0
1999,Venezuela,795.373,22.529,23966964.0,317196894208.0
2000,Venezuela,818.318,22.724,24427732.0,330514169856.0
2001,Venezuela,850.195,20.885,24880210.0,343645650944.0
2002,Venezuela,860.09,20.204,25330926.0,314345783296.0
2003,Venezuela,803.777,21.841,25782032.0,291683467264.0
2004,Venezuela,873.013,23.13,26226930.0,346768572416.0
2005,Venezuela,899.728,24.534,26668790.0,384106692608.0
2006,Venezuela,949.324,24.402,27102084.0,424502624256.0
2007,Venezuela,1002.8,23.413,27525096.0,462973370368.0
2008,Venezuela,984.145,24.759,27933836.0,489024782336.0
2009,Venezuela,981.845,24.416,28327896.0,475066335232.0
2010,Venezuela,946.352,22.484,28715026.0,478283169792.0
2011,Venezuela,969.912,23.652,29096158.0,503382671360.0
2012,Venezuela,1015.111,22.079,29470428.0,533462253568.0
2013,Venezuela,1023.758,21.721,29838022.0,624601399296.0
2014,Venezuela,983.08,22.202,30193260.0,598398271488.0
2015,Venezuela,969.267,20.806,30529722.0,558924234752.0
2016,Venezuela,844.187,20.002,30741464.0,456477147136.0
2017,Venezuela,850.966,21.94,30563430.0,384942604288.0
2018,Venezuela,718.198,24.067,29825652.0,309413019648.0
1981,Vietnam,54.274,8.21,54280400.0,67145973760.0
1982,Vietnam,57.971,7.957,55632152.0,72591843328.0
1983,Vietnam,60.602,5.967,57011452.0,76562653184.0
1984,Vietnam,61.138,7.734,58406864.0,83442098176.0
1985,Vietnam,61.651,7.084,59811316.0,88396906496.0
1986,Vietnam,66.832,6.225,61221108.0,90992386048.0
1987,Vietnam,75.248,5.439,62630788.0,94239735808.0
1988,Vietnam,75.216,7.041,64037520.0,99912859648.0
1989,Vietnam,71.687,15.831,65466360.0,104599150592.0
1990,Vietnam,77.128,20.584,66912616.0,109939941376.0
1991,Vietnam,78.514,23.791,68358824.0,115914735616.0
1992,Vietnam,85.793,24.912,69788752.0,125496475648.0
1993,Vietnam,97.972,24.04,71176408.0,135124664320.0
1994,Vietnam,109.445,24.973,72501088.0,146504138752.0
1995,Vietnam,127.153,24.609,73759112.0,159950176256.0
1996,Vietnam,145.773,24.358,74946456.0,174167982080.0
1997,Vietnam,167.918,20.528,76058600.0,187681374208.0
1998,Vietnam,181.61,18.065,77128424.0,197797871616.0
1999,Vietnam,188.049,21.659,78123712.0,206474854400.0
2000,Vietnam,214.149,20.092,79001144.0,219648868352.0
2001,Vietnam,242.045,22.102,79817768.0,233951166464.0
2002,Vietnam,264.755,20.063,80642304.0,249609535488.0
2003,Vietnam,285.329,19.298,81475816.0,266926604288.0
2004,Vietnam,347.775,14.764,82311232.0,286642536448.0
2005,Vietnam,369.791,12.847,83142096.0,307221168128.0
2006,Vietnam,338.968,16.607,83951800.0,327378436096.0
2007,Vietnam,370.274,17.202,84762272.0,349424484352.0
2008,Vietnam,457.209,16.01,85597232.0,367900196864.0
2009,Vietnam,467.725,17.948,86482920.0,386341339136.0
2010,Vietnam,540.225,14.712,87411016.0,409655377920.0
2011,Vietnam,597.142,19.027,88349104.0,433527848960.0
2012,Vietnam,624.292,23.462,89301328.0,456298921984.0
2013,Vietnam,659.443,23.955,90267736.0,481060683776.0
2014,Vietnam,728.148,23.183,91235504.0,509802446848.0
2015,Vietnam,829.506,18.647,92191400.0,543931138048.0
2016,Vietnam,899.529,19.182,93126528.0,577683456000.0
2017,Vietnam,967.944,24.208,94033048.0,617774710784.0
2018,Vietnam,1086.148,20.762,94914328.0,661488402432.0
1970,World,56984.879,6.26,3695390208.0,21814451372032.0
1980,World,77946.867,6.809,4444007936.0,31880978104320.0
1990,World,95604.477,7.179,5316175872.0,43018245636096.0
2000,World,110356.539,7.817,6148898816.0,59866659946496.0
2010,World,141325.547,8.809,6985603072.0,89807296397312.0
2016,World,153884.578,10.963,7513474048.0,107134276599808.0
2017,World,157110.156,11.367,7599822336.0,110430655610880.0
2018,World,161402.734,11.766,7683789824.0,113630171365376.0
